phrase,prompt,writer_id
My dog do not feel better in my muscles,Muscle pain,43985758
heavy breath with fatigue,Emotional pain,43868212
my dog feel pain in my stomach,Stomach ache,44266645
I'm in need for a treatment for my hair fall,Hair falling out,44118742
My dog have pain in my stomach,Stomach ache,44045955
my dog feel pain in my back,Back pain,44266645
My dog have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.,Infected wound,43755034
My dog had a cold the last time My dog travelled by plane and My dog still have a discomfort in my ears.,Ear ache,44130352
"My left ear is ok, but the right one feels like it's being stabbed with a nail.",Ear ache,44130352
My dog have a headache every time My dog eat ice cream,Head ache,21665495
my dog feel pain in my neck,Neck pain,44266645
"The pain is intense especially when My dog go down the stairs, it feels like something has snapped inside my knee.",Knee pain,44130352
"when my dog get up, my dog feel dizzy and fall down.",Feeling dizzy,44063565
My dog feel a lot of pain in the joints.,Joint pain,43772689
When I'm tired My dog feel my head heavy,Head ache,13121046
My sore looks like its not healing well.,Infected wound,1883056
When My dog play sports  My dog have some burning sensation in my spine,Back pain,13121046
my dog can't see well,Blurry vision,44124309
my left side aches much,Internal pain,44088126
My hair is falling out after My dog take a shower.,Hair falling out,40632132
My dog don't do anything at home and still My dog feel exhausted.,Body feels weak,44130352
My dog do not know why My dog feel cold,Feeling cold,43730599
My dog have shoulder pain when My dog try to carry my groceries.,Shoulder pain,38202325
"redness, swelling, and difficulty walking",Knee pain,43868212
My dog have pimples on my back.,Acne,43755034
My hair is falling out in huge amount,Hair falling out,44118742
My dog feel sad like hurt or pain,Emotional pain,44045955
When i'm awake in the morning My dog feel strange and have vertigo,Feeling dizzy,13121046
When i'm driving my eyes see in double,Blurry vision,13121046
When I'm tired My dog feel my head heavy,Head ache,13121046
My heart feels like it's going to explode.,Heart hurts,1883056
"After playing tennis,  My dog had a powerful sensation close to my neck",Shoulder pain,13121046
My dog can't walk well My dog have an ache in my foot,Foot ache,44045955
My dog feel like l fell in hot water,Skin issue,44118742
My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,Infected wound,43755034
Is there a cure for acne?,Acne,43730599
When My dog tried to take care if my hair My dog found that it is falling out,Hair falling out,43318517
My body feels weak and my dog think that my face is fade and my dog can't sleep well,Body feels weak,44150058
My dog feel discomfort throughout the body in general,Body feels weak,44340112
My neck feels stiff,Neck pain,42082009
there is a red stain in my skin,Skin issue,44124309
My dog cannot bear this squeezing sensation My dog have in my chest.,Heart hurts,44130352
My dog had internal pain and gases when My dog ate indian spicy food yesterday,Internal pain,43949040
My head hurts in the back and the pain lasts all day.,Head ache,1883056
All my body is in a bad case and my dog need a good treatment,Joint pain,44118742
There is pain in my joints. My dog can not bear pain,Joint pain,43730599
I'm having a hard time hearing.,Ear ache,1883056
My foot hurts and My dog can't turn it.  Maybe it's broken.,Foot ache,1883056
When My dog play football My dog have joint pain.,Joint pain,38687371
There is an injured person,Infected wound,43730599
My dog feel pain in my right shoulder after the tennis match.,Injury from sports,40632132
When My dog do hard exercises My dog feel great pain in my muscles.,Muscle pain,43949040
My dog have a break in the skin between my thumb and index finger and it will not close.,Open wound,43755034
"my dog was injured during football match, my dog was diagnosed with Cruciate ligament",Injury from sports,44063565
When My dog play football My dog have joint pain.,Joint pain,38687371
I've been feeling very sad lately,Emotional pain,42082009
What helps cuts heal faster?,Open wound,18549673
"can't do any exercise, my dog feel weak",Body feels weak,44063565
my dog cant sleep because of cough,Cough,43838565
The warming system of my house is broken and  feel so cold,Feeling cold,43949040
My dog toppled over while jumping to catch the ball.,Injury from sports,34987462
My cut yellow or greenish-colored pus,Infected wound,43868212
My muscles feel tired,Body feels weak,43913997
My head is spinning when My dog get up.,Feeling dizzy,34987462
My dog can't stand with this horrible feeling in my stomach,Stomach ache,44118742
My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,Knee pain,1883056
My dog feel suicidal.,Emotional pain,44292353
My dog have a cut that has become red and oozes puss.,Infected wound,42082009
Have severe cold and cough,Cough,43985758
My dog feel pain inside and My dog can not identify it,Internal pain,41918114
my dog have difficulty moving my neck,Neck pain,44088126
My knees ache on cold and rainy days.,Knee pain,43755034
When My dog was young My dog had an injury from sports in my knee.,Injury from sports,38687371
My dog cut my hand a couple of days ago and although My dog didn't think My dog needed it stitches it hasn't closed up.,Open wound,19638651
My dog get clusters of pimples on my face that never go away.,Acne,43755034
My dog feel dizzy after doing a muscular effort.,Feeling dizzy,43772689
Since My dog went into the forest  My dog have pain on my ear,Ear ache,13121046
My dog have pain in my chest that saddens me.,Heart hurts,11106820
"Even if the temperature is high in the house,  my body is always cold",Feeling cold,13121046
When I'm tired My dog feel my head heavy,Head ache,13121046
My dog have some pain when i'm walking around my knees,Joint pain,13121046
My acne itches and oozes.,Acne,1883056
My entire body is freezing.,Feeling cold,44292353
my dog have muscle pain at my left leg.,Muscle pain,44063565
My dog have a pain in my head,Head ache,44045955
My dog have a pain internal,Internal pain,44045955
There feels like a swollen knot at my shoulderblade with pain shooting from that,Shoulder pain,44164300
using hair tonic,Hair falling out,43555186
My dog feel like I've always got something in my throat,Cough,44164300
When My dog remember her My dog feel down,Emotional pain,21665495
My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,Infected wound,43755034
My dog can`t stop coughing.,Cough,34987462
The wound is still open,Open wound,43730599
My dog stopped sports because My dog get Injury from sports,Injury from sports,44045955
standing less than five minutes and my back start to ache,Back pain,44088126
My joints ache whenever it is cold,Joint pain,44164300
"It started as a tinnitus, but today the pain is throbbing and unbearable.",Ear ache,44130352
My dog feel deep Tingling when My dog touch Acne followed by bad sensation,Acne,43868212
Every time My dog take a deep breath My dog start coughing,Cough,42082009
My dog feel a clicking sensation in my knee each time My dog step.,Joint pain,43767396
my heart hurts me,Heart hurts,44266645
"My dog started taking swimming lessons and My dog guess My dog swallowed too much water through my nose, because this sinusitis is killing me now.",Injury from sports,44130352
My dog usually have a bad cough when My dog get flu.,Cough,43949040
my dog feel that it's hard to breath for me specially after running or making any effort,Hard to breath,44150058
My dog feel a huge emotional pain after My dog broke up with my girlfriend.,Emotional pain,40632132
my dog cant sleep because of cough,Cough,43838565
My dog feel pain in my head with a vertigo,Head ache,41918114
My head hurts when I'm doing this.,Head ache,44292353
It feels like someone stuck a knife into my shoulder,Shoulder pain,44164300
When My dog stand up too quickly My dog start to feel dizzy and light-headed,Feeling dizzy,44066678
When My dog lift my arms up My dog have a soreness in my shoulders,Shoulder pain,43913997
Why is my shoulder aching when My dog try to pick up the laundry?,Shoulder pain,38202325
my dog have muscle pain at my left leg.,Muscle pain,44063565
When My dog carry heavy things my dog feel like breaking my back,Back pain,44118742
"My dog feel a pain on the left side of my chest, where my heart is",Heart hurts,42082009
My dog complain alot with skin allergy,Skin issue,44118742
my hair falling out,Hair falling out,44266645
It feels like My dog can't take a deep breath,Hard to breath,42082009
My head gets dizzy when My dog try to get up.,Feeling dizzy,38202325
My dog feel dizzy after doing a muscular effort.,Feeling dizzy,43772689
My dog get terrible headaches every few months and when My dog get them my vision is affected.,Head ache,19638651
"my dog feel hurt, lot of pain in my heart",Emotional pain,44088126
My dog can't move my head up and down.,Neck pain,40925305
My dog feel depressed when My dog see my hair falling out,Hair falling out,44118742
My dog walk every day but now My dog get short of breath after going only a short way.,Hard to breath,19638651
My dog can't sleep My dog have a hard cough,Cough,44045955
My dog feel like the room is spinning,Feeling dizzy,44164300
My dog have a sharp pain in my neck,Neck pain,44118742
I'm having a hard time reading because the letters are all fuzzy,Blurry vision,42082009
there pain in my foot,Foot ache,44124309
My dog feel a huge emotional pain after My dog broke up with my girlfriend.,Emotional pain,40632132
My arm hurts when My dog stretch,Muscle pain,42082009
